reading_id,meter_id,timestamp,ambient_temp_c,energy_consumed
366,1,2026-06-16 05:00:00,26.46,60.85
367,1,2026-06-16 06:00:00,27.5,62.68
368,1,2026-06-16 07:00:00,28.71,64.72
369,1,2026-06-16 08:00:00,30.0,64.85
370,1,2026-06-16 09:00:00,31.29,82.01
371,1,2026-06-16 10:00:00,32.5,88.25
372,1,2026-06-16 11:00:00,33.54,85.75
373,1,2026-06-16 12:00:00,34.33,85.99
374,1,2026-06-16 13:00:00,34.83,85.82
375,1,2026-06-16 14:00:00,35.0,85.9
376,1,2026-06-16 15:00:00,34.83,87.79
377,1,2026-06-16 16:00:00,34.33,85.45
378,1,2026-06-16 17:00:00,33.54,81.84
379,1,2026-06-16 18:00:00,32.5,83.06
380,1,2026-06-16 19:00:00,31.29,79.5
381,1,2026-06-16 20:00:00,30.0,78.52
382,1,2026-06-16 21:00:00,28.71,75.71
383,1,2026-06-16 22:00:00,27.5,60.98
384,1,2026-06-16 23:00:00,26.46,60.13
385,1,2026-06-17 00:00:00,25.67,59.11
386,1,2026-06-17 01:00:00,25.17,58.87
387,1,2026-06-17 02:00:00,25.0,58.5
388,1,2026-06-17 03:00:00,25.17,56.74
389,1,2026-06-17 04:00:00,25.67,58.13
390,1,2026-06-17 05:00:00,26.46,61.39
391,1,2026-06-17 06:00:00,27.5,63.1
392,1,2026-06-17 07:00:00,28.71,63.37
393,1,2026-06-17 08:00:00,30.0,65.18
394,1,2026-06-17 09:00:00,31.29,82.4
395,1,2026-06-17 10:00:00,32.5,82.25
396,1,2026-06-17 11:00:00,33.54,86.01
397,1,2026-06-17 12:00:00,34.33,85.28
398,1,2026-06-17 13:00:00,34.83,86.39
399,1,2026-06-17 14:00:00,35.0,87.97
400,1,2026-06-17 15:00:00,34.83,84.57
401,1,2026-06-17 16:00:00,34.33,83.27
402,1,2026-06-17 17:00:00,33.54,84.94
403,1,2026-06-17 18:00:00,32.5,83.23
404,1,2026-06-17 19:00:00,31.29,80.59
405,1,2026-06-17 20:00:00,30.0,78.17
406,1,2026-06-17 21:00:00,28.71,76.14
407,1,2026-06-17 22:00:00,27.5,60.82
408,1,2026-06-17 23:00:00,26.46,59.61
409,1,2026-06-18 00:00:00,25.67,58.81
410,1,2026-06-18 01:00:00,25.17,57.92
411,1,2026-06-18 02:00:00,25.0,58.9
412,1,2026-06-18 03:00:00,25.17,57.25
413,1,2026-06-18 04:00:00,25.67,59.0
414,1,2026-06-18 05:00:00,26.46,60.0
415,1,2026-06-18 06:00:00,27.5,61.73
416,1,2026-06-18 07:00:00,28.71,64.4
417,1,2026-06-18 08:00:00,30.0,65.08
418,1,2026-06-18 09:00:00,31.29,84.24
419,1,2026-06-18 10:00:00,32.5,81.69
420,1,2026-06-18 11:00:00,33.54,84.52
421,1,2026-06-18 12:00:00,34.33,87.28
422,1,2026-06-18 13:00:00,34.83,84.45
423,1,2026-06-18 14:00:00,35.0,86.21
424,1,2026-06-18 15:00:00,34.83,85.84
425,1,2026-06-18 16:00:00,34.33,86.76
426,1,2026-06-18 17:00:00,33.54,86.67
427,1,2026-06-18 18:00:00,32.5,82.9
428,1,2026-06-18 19:00:00,31.29,80.95
429,1,2026-06-18 20:00:00,30.0,78.68
430,1,2026-06-18 21:00:00,28.71,76.15
431,1,2026-06-18 22:00:00,27.5,60.55
432,1,2026-06-18 23:00:00,26.46,59.29
433,1,2026-06-19 00:00:00,25.67,59.49
434,1,2026-06-19 01:00:00,25.17,57.48
435,1,2026-06-19 02:00:00,25.0,57.75
436,1,2026-06-19 03:00:00,25.17,56.85
437,1,2026-06-19 04:00:00,25.67,58.1
438,1,2026-06-19 05:00:00,26.46,60.08
439,1,2026-06-19 06:00:00,27.5,62.1
440,1,2026-06-19 07:00:00,28.71,65.39
441,1,2026-06-19 08:00:00,30.0,66.31
442,1,2026-06-19 09:00:00,31.29,81.96
443,1,2026-06-19 10:00:00,32.5,82.54
444,1,2026-06-19 11:00:00,33.54,83.2
445,1,2026-06-19 12:00:00,34.33,84.57
446,1,2026-06-19 13:00:00,34.83,83.56
447,1,2026-06-19 14:00:00,35.0,86.73
448,1,2026-06-19 15:00:00,34.83,86.75
449,1,2026-06-19 16:00:00,34.33,87.53
450,1,2026-06-19 17:00:00,33.54,84.67
451,1,2026-06-19 18:00:00,32.5,84.13
452,1,2026-06-19 19:00:00,31.29,79.81
453,1,2026-06-19 20:00:00,30.0,77.53
454,1,2026-06-19 21:00:00,28.71,75.89
455,1,2026-06-19 22:00:00,27.5,61.81
456,1,2026-06-19 23:00:00,26.46,59.07
457,1,2026-06-20 00:00:00,25.67,59.19
458,1,2026-06-20 01:00:00,25.17,57.99
459,1,2026-06-20 02:00:00,25.0,56.94
460,1,2026-06-20 03:00:00,25.17,57.64
461,1,2026-06-20 04:00:00,25.67,57.64
462,1,2026-06-20 05:00:00,26.46,60.2
463,1,2026-06-20 06:00:00,27.5,60.76
464,1,2026-06-20 07:00:00,28.71,64.72
465,1,2026-06-20 08:00:00,30.0,66.96
466,1,2026-06-20 09:00:00,31.29,81.4
467,1,2026-06-20 10:00:00,32.5,85.59
468,1,2026-06-20 11:00:00,33.54,85.34
469,1,2026-06-20 12:00:00,34.33,84.92
470,1,2026-06-20 13:00:00,34.83,86.6
471,1,2026-06-20 14:00:00,35.0,87.43
472,1,2026-06-20 15:00:00,34.83,86.25
473,1,2026-06-20 16:00:00,34.33,88.04
474,1,2026-06-20 17:00:00,33.54,85.28
475,1,2026-06-20 18:00:00,32.5,82.88
476,1,2026-06-20 19:00:00,31.29,80.81
477,1,2026-06-20 20:00:00,30.0,78.04
478,1,2026-06-20 21:00:00,28.71,76.2
479,1,2026-06-20 22:00:00,27.5,62.24
480,1,2026-06-20 23:00:00,26.46,59.66
481,1,2026-06-21 00:00:00,25.67,58.81
482,1,2026-06-21 01:00:00,25.17,58.3
483,1,2026-06-21 02:00:00,25.0,56.79
484,1,2026-06-21 03:00:00,25.17,57.25
485,1,2026-06-21 04:00:00,25.67,60.12
486,1,2026-06-21 05:00:00,26.46,61.72
487,1,2026-06-21 06:00:00,27.5,61.62
488,1,2026-06-21 07:00:00,28.71,64.15
489,1,2026-06-21 08:00:00,30.0,66.6
490,1,2026-06-21 09:00:00,31.29,81.93
491,1,2026-06-21 10:00:00,32.5,82.66
492,1,2026-06-21 11:00:00,33.54,84.99
493,1,2026-06-21 12:00:00,34.33,85.45
494,1,2026-06-21 13:00:00,34.83,86.64
495,1,2026-06-21 14:00:00,35.0,86.46
496,1,2026-06-21 15:00:00,34.83,89.22
497,1,2026-06-21 16:00:00,34.33,82.18
498,1,2026-06-21 17:00:00,33.54,85.69
499,1,2026-06-21 18:00:00,32.5,81.36
500,1,2026-06-21 19:00:00,31.29,81.11
501,1,2026-06-21 20:00:00,30.0,79.26
502,1,2026-06-21 21:00:00,28.71,77.04
503,1,2026-06-21 22:00:00,27.5,62.24
504,1,2026-06-21 23:00:00,26.46,59.74
505,1,2026-06-22 00:00:00,25.67,57.73
506,1,2026-06-22 01:00:00,25.17,57.73
507,1,2026-06-22 02:00:00,25.0,58.25
508,1,2026-06-22 03:00:00,25.17,58.09
509,1,2026-06-22 04:00:00,25.67,58.44
510,1,2026-06-22 05:00:00,26.46,59.96
511,1,2026-06-22 06:00:00,27.5,61.62
512,1,2026-06-22 07:00:00,28.71,63.03
513,1,2026-06-22 08:00:00,30.0,65.0
514,1,2026-06-22 09:00:00,31.29,82.35
515,1,2026-06-22 10:00:00,32.5,84.21
516,1,2026-06-22 11:00:00,33.54,84.45
517,1,2026-06-22 12:00:00,34.33,85.06
518,1,2026-06-22 13:00:00,34.83,85.83
519,1,2026-06-22 14:00:00,35.0,86.52
520,1,2026-06-22 15:00:00,34.83,86.58
521,1,2026-06-22 16:00:00,34.33,88.57
522,1,2026-06-22 17:00:00,33.54,85.19
523,1,2026-06-22 18:00:00,32.5,82.57
524,1,2026-06-22 19:00:00,31.29,81.72
525,1,2026-06-22 20:00:00,30.0,79.88
526,1,2026-06-22 21:00:00,28.71,75.64
527,1,2026-06-22 22:00:00,27.5,61.44
528,1,2026-06-22 23:00:00,26.46,59.46
529,1,2026-06-23 00:00:00,25.67,58.9
530,1,2026-06-23 01:00:00,25.17,58.26
531,1,2026-06-23 02:00:00,25.0,57.72
532,1,2026-06-23 03:00:00,25.17,58.51
533,1,2026-06-23 04:00:00,25.67,57.99
534,1,2026-06-23 05:00:00,26.46,60.37
535,1,2026-06-23 06:00:00,27.5,62.65
536,1,2026-06-23 07:00:00,28.71,63.19
537,1,2026-06-23 08:00:00,30.0,66.1
538,1,2026-06-23 09:00:00,31.29,83.07
539,1,2026-06-23 10:00:00,32.5,82.07
540,1,2026-06-23 11:00:00,33.54,85.68
541,1,2026-06-23 12:00:00,34.33,86.91
542,1,2026-06-23 13:00:00,34.83,86.98
543,1,2026-06-23 14:00:00,35.0,85.74
544,1,2026-06-23 15:00:00,34.83,89.79
545,1,2026-06-23 16:00:00,34.33,86.03
546,1,2026-06-23 17:00:00,33.54,83.06
547,1,2026-06-23 18:00:00,32.5,83.44
548,1,2026-06-23 19:00:00,31.29,80.34
549,1,2026-06-23 20:00:00,30.0,78.32
550,1,2026-06-23 21:00:00,28.71,74.9
551,1,2026-06-23 22:00:00,27.5,61.67
552,1,2026-06-23 23:00:00,26.46,60.4
553,1,2026-06-24 00:00:00,25.67,58.15
554,1,2026-06-24 01:00:00,25.17,57.47
555,1,2026-06-24 02:00:00,25.0,57.69
556,1,2026-06-24 03:00:00,25.17,58.54
557,1,2026-06-24 04:00:00,25.67,57.85
